timestamp,c,h,l,o
2020-01-11T08:00:00Z,48.9012976745,48.9258906812,48.676244675,48.8134306752
2020-01-11T09:00:00Z,49.1665952724,49.1665952724,48.7832250694,48.7832250694
2020-01-11T10:00:00Z,48.4653928144,49.19572195,48.4653928144,49.19572195
2020-01-11T11:00:00Z,48.362863375,48.56204266,48.1471670701,48.3734267435
2020-01-11T12:00:00Z,48.4162651646,48.5387616064,48.3046354535,48.3046354535
2020-01-11T13:00:00Z,49.3138725069,49.3138725069,48.4157971257,48.4157971257
2020-01-11T14:00:00Z,49.0653341822,49.4409943884,49.0329742801,49.4409943884
2020-01-11T15:00:00Z,50.032274792,50.032274792,48.991187323,48.991187323
2020-01-11T16:00:00Z,50.9166763084,50.9166763084,50.1109616696,50.2984069504
2020-01-11T17:00:00Z,50.8566466306,51.1001158311,50.6568179572,51.0823753898
2020-01-11T18:00:00Z,50.8285421149,50.959459533,50.6459211831,50.6809644179
2020-01-11T19:00:00Z,51.0691425667,51.3205529981,50.8495922665,50.8495922665
2020-01-11T20:00:00Z,50.7248936501,51.0490966241,50.6081096958,50.8859136225
2020-01-11T21:00:00Z,50.6775080227,50.8829497824,50.4844819227,50.5836333682
2020-01-11T22:00:00Z,50.0728113102,50.4387234985,49.955395775,50.4387234985
2020-01-11T23:00:00Z,49.2638537994,50.0186268765,49.2638537994,50.0186268765
2020-01-12T00:00:00Z,49.7251351768,49.7381087953,49.087121407,49.3758383322
2020-01-12T01:00:00Z,50.0508200987,50.304186451,49.7616006693,49.7616006693
2020-01-12T02:00:00Z,50.7600792666,50.9143072647,50.0282307722,50.0282307722
2020-01-12T03:00:00Z,50.711141852,51.2988294532,50.690172162,51.0876225024
2020-01-12T04:00:00Z,50.4562503751,50.7290635744,50.4562503751,50.6647394103
2020-01-12T05:00:00Z,50.319119522,50.488086069,50.319119522,50.4196633893
2020-01-12T06:00:00Z,50.986253816,50.986253816,50.3393574573,50.3393574573
2020-01-12T07:00:00Z,50.9964741243,51.0098420426,50.6415480527,50.6415480527
2020-01-12T08:00:00Z,50.9310636318,51.2379856259,50.9271854878,51.0222122362
2020-01-12T09:00:00Z,50.4289367672,50.8924687111,50.4289367672,50.8924687111
2020-01-12T10:00:00Z,50.5505166436,50.5505166436,50.0186695435,50.4880790479
2020-01-12T11:00:00Z,50.1803360618,50.4938446047,50.1146951562,50.4938446047
2020-01-12T12:00:00Z,50.2165595844,50.5428153629,50.0804336588,50.273869645
2020-01-12T13:00:00Z,50.7964949118,50.7964949118,50.0965985995,50.1927559411
2020-01-12T14:00:00Z,50.4652457233,50.8708965167,50.3409885492,50.8708965167
2020-01-12T15:00:00Z,50.877704426,50.877704426,50.5125029376,50.519179806
2020-01-12T16:00:00Z,50.3456985634,50.8529255915,50.3456985634,50.78333994
2020-01-12T17:00:00Z,50.7241195792,50.7615816855,50.2127807847,50.303311458
2020-01-12T18:00:00Z,50.3271680791,50.8197853899,50.2851781319,50.8197853899
2020-01-12T19:00:00Z,50.2875753654,50.5534668683,50.0754520519,50.1735334479
2020-01-12T20:00:00Z,50.5156005012,50.5156005012,50.2840307179,50.2840307179
2020-01-12T21:00:00Z,50.3917236914,50.5619467834,50.3354467918,50.4904392108
2020-01-12T22:00:00Z,50.9860309031,51.0981676488,50.3208167447,50.3208167447
2020-01-12T23:00:00Z,51.0082657354,51.1424636488,50.7857170851,51.0729613896
2020-01-13T00:00:00Z,50.9025076753,51.296916951,50.7268423228,51.296916951
2020-01-13T01:00:00Z,50.7301540734,50.9117853161,50.7080042386,50.7376839105
2020-01-13T02:00:00Z,50.3255023499,51.0325196706,50.3255023499,50.9765409006
2020-01-13T03:00:00Z,50.0997457225,50.411309084,49.9981242348,50.1902211544
2020-01-13T04:00:00Z,50.1368600866,50.1368600866,49.7651256076,49.9987805177
2020-01-13T05:00:00Z,49.8314889159,50.1670716404,49.8296306743,50.1670716404
