group_id,time_idx,timestamp,price_close,price_high,price_low,price_open
0,0,2015-08-08,0.7699807452931349,2.869221838015165,0.7603494473842312,2.869221838015165
0,1,2015-08-09,0.719830109410067,0.9655680901160679,0.6333001630909708,0.7864132516781627
0,2,2015-08-10,0.7007051824579207,0.7551274644471777,0.5904705230546483,0.7067436187894715
0,3,2015-08-11,1.0883609568759975,1.150474450788289,0.6609435510222482,0.7012099159036382
0,4,2015-08-12,1.2140711147663539,1.3011998859556926,0.8137771929433467,1.0944892515149922
0,5,2015-08-13,1.8432856832260898,2.062724410167116,1.1398111185579778,1.1925195191430638
0,6,2015-08-14,1.8333619024579544,2.3485828451487327,1.7532233206053924,1.8199423845802956
0,7,2015-08-15,1.6744560982512584,1.8816384878455346,1.5557559139591945,1.8032111246764002
0,8,2015-08-16,1.5699231049497122,1.6902957290705776,1.0772349954603035,1.668785292392426
0,9,2015-08-17,1.2078850916837387,1.5785575433000518,1.1771855448342123,1.5785575433000518
0,10,2015-08-18,1.1425963795275509,1.32889889443905,1.0939444912989014,1.2109943497688063
0,11,2015-08-19,1.2542784169672243,1.3163133363274295,1.1679121598970166,1.1679121598970166
0,12,2015-08-20,1.4612554447417359,1.5440221728242858,1.2239920639908919,1.254465129709411
0,13,2015-08-21,1.3885488373189303,1.5801646668697324,1.3556501143563502,1.4734292258475534
0,14,2015-08-22,1.3832236793988648,1.4826846872109078,1.3586307211624689,1.3897433992467843
0,15,2015-08-23,1.3492724880984817,1.4238325435866588,1.3075948593767237,1.3742161522797287
0,16,2015-08-24,1.2321904366192855,1.3733312592193598,1.2321904366192855,1.3656711662965617
0,17,2015-08-25,1.1460031949399714,1.2511384769645433,1.1180786022036913,1.2290362835761541
0,18,2015-08-26,1.17194237490167,1.2065315172711146,1.0583991160550783,1.139092471291836
0,19,2015-08-27,1.154176305270667,1.1972334298510832,1.1332456253892387,1.185508862990742
0,20,2015-08-28,1.1759669076456307,1.202898864041389,1.1278250815178053,1.1511999070891232
0,21,2015-08-29,1.1808469543376594,1.2042609712399213,1.147462947114612,1.1799971326262335
0,22,2015-08-30,1.320643115957798,1.376685137800047,1.1664444522338377,1.185527114208249
0,23,2015-08-31,1.3627563146497383,1.4220480157654416,1.1957583710396051,1.3189025986885412
0,24,2015-09-01,1.3508067454179373,1.4009647871933801,1.3342672163948177,1.3543267118556785
0,25,2015-09-02,1.2983478849768344,1.3596847019653842,1.2620967748107397,1.3508067454179373
0,26,2015-09-03,1.255389442089516,1.3168908977863318,1.1952259363598554,1.3008021564042922
0,27,2015-09-04,1.2739938325583802,1.3047216070674366,1.231727544265514,1.250745701026714
0,28,2015-09-05,1.3338737062814294,1.3504366563456953,1.268119993740017,1.2824941432886166
0,29,2015-09-06,1.296629478421124,1.381223012500155,1.2953068277152622,1.3339059566599505
